"ean","order_id_falta","cantidad_solicitada_falta","point_of_sale_id","nombre_pos","tipo_producto","fecha_pedido_falta","reintento_reposicion","order_id_recompra","fecha_pedido_recompra","dias_hasta_recompra","horas_hasta_recompra","bucket_timing_recompra","cantidad_recompra","compra_efectiva","veces_falta_antes"
"0000000007115",398769,1,2287,Santa Isabel,MEDICINAL,"2026-01-05 22:45:37",1,399095,"2026-01-06 15:34:02",1,16,"12-24 h",1.000,0,5
"0000000007115",399095,1,2287,Santa Isabel,MEDICINAL,"2026-01-06 15:34:02",1,399382,"2026-01-06 22:54:34",0,7,"6-12 h",1.000,0,6
"0000000007115",399382,1,2287,Santa Isabel,MEDICINAL,"2026-01-06 22:54:34",1,399705,"2026-01-07 15:34:33",1,16,"12-24 h",1.000,0,7
"0000000007115",399705,1,2287,Santa Isabel,MEDICINAL,"2026-01-07 15:34:33",1,400042,"2026-01-07 22:45:47",0,7,"6-12 h",1.000,0,8
"0000000007115",400042,1,2287,Santa Isabel,MEDICINAL,"2026-01-07 22:45:47",1,400340,"2026-01-08 15:35:59",1,16,"12-24 h",1.000,0,9
"0000000016418",397738,2,1682,Tecnológico,MEDICINAL,"2026-01-03 01:30:41",1,398131,"2026-01-04 21:46:14",1,44,"24-48 h",2.000,0,1
"0000000016418",398131,2,1682,Tecnológico,MEDICINAL,"2026-01-04 21:46:14",1,398859,"2026-01-06 01:02:38",2,27,"24-48 h",2.000,0,2
"0000000016418",398859,2,1682,Tecnológico,MEDICINAL,"2026-01-06 01:02:38",1,399493,"2026-01-07 01:23:58",1,24,"24-48 h",2.000,0,3
"0000000016418",399493,2,1682,Tecnológico,MEDICINAL,"2026-01-07 01:23:58",1,400115,"2026-01-08 01:12:00",1,23,"12-24 h",2.000,0,4
"0000000020321",399776,3,503,Farma Huinco,MEDICINAL,"2026-01-07 17:17:24",0,,,,,,,,1
"0000000020385",399145,4,501,Sucursal 39,MEDICINAL,"2026-01-06 16:58:03",0,,,,,,,,1
"0000000020469",399708,4,501,Sucursal 39,MEDICINAL,"2026-01-07 15:36:37",1,400366,"2026-01-08 15:57:05",1,24,"24-48 h",4.000,0,1
"0000000020691",397703,1,501,Sucursal 39,MEDICINAL,"2026-01-03 00:13:38",1,401703,"2026-01-11 12:12:21",8,203,"48 h+",2.000,0,1
"0000000020691",399627,4,502,Allemma,MEDICINAL,"2026-01-07 14:03:18",1,400280,"2026-01-08 14:19:25",1,24,"24-48 h",2.000,0,1
"0000000021489",399776,2,503,Farma Huinco,MEDICINAL,"2026-01-07 17:17:24",1,400402,"2026-01-08 17:27:48",1,24,"24-48 h",2.000,0,1
"0000000021493",398495,1,503,Farma Huinco,MEDICINAL,"2026-01-05 15:57:02",1,399148,"2026-01-06 17:08:37",1,25,"24-48 h",1.000,0,1
"0000000021493",399148,1,503,Farma Huinco,MEDICINAL,"2026-01-06 17:08:37",0,,,,,,,,2
"0000000024168",397703,2,501,Sucursal 39,MEDICINAL,"2026-01-03 00:13:38",0,,,,,,,,1
"0000000066641",397261,2,1182,Farmacia Drdi,MEDICINAL,"2026-01-02 03:13:01",1,399481,"2026-01-07 01:02:25",5,117,"48 h+",2.000,1,1
"0000027324004",397423,1,2287,Santa Isabel,MEDICINAL,"2026-01-02 15:28:37",1,397628,"2026-01-02 22:40:57",0,7,"6-12 h",1.000,0,1
"0000027324004",397628,1,2287,Santa Isabel,MEDICINAL,"2026-01-02 22:40:57",1,397926,"2026-01-03 15:38:11",1,16,"12-24 h",1.000,0,2
"0000027324004",397926,1,2287,Santa Isabel,MEDICINAL,"2026-01-03 15:38:11",1,398464,"2026-01-05 15:37:24",2,47,"24-48 h",1.000,0,3
"0000027324004",398464,1,2287,Santa Isabel,MEDICINAL,"2026-01-05 15:37:24",1,398769,"2026-01-05 22:45:37",0,7,"6-12 h",1.000,0,4
"0000027324004",398769,1,2287,Santa Isabel,MEDICINAL,"2026-01-05 22:45:37",1,399095,"2026-01-06 15:34:02",1,16,"12-24 h",1.000,0,5
"0000027324004",399095,1,2287,Santa Isabel,MEDICINAL,"2026-01-06 15:34:02",1,399382,"2026-01-06 22:54:34",0,7,"6-12 h",1.000,0,6
"0000027324004",399382,1,2287,Santa Isabel,MEDICINAL,"2026-01-06 22:54:34",1,399705,"2026-01-07 15:34:33",1,16,"12-24 h",1.000,0,7
"0000027324004",399705,1,2287,Santa Isabel,MEDICINAL,"2026-01-07 15:34:33",1,400042,"2026-01-07 22:45:47",0,7,"6-12 h",1.000,0,8
"0000027324004",400042,1,2287,Santa Isabel,MEDICINAL,"2026-01-07 22:45:47",1,400340,"2026-01-08 15:35:59",1,16,"12-24 h",1.000,0,9
"0000075079437",398499,1,2214,Del pueblo Perfumeria,MEDICINAL,"2026-01-05 16:05:11",1,399884,"2026-01-07 19:14:04",2,51,"48 h+",2.000,0,1
"0000075079437",399884,2,2214,Del pueblo Perfumeria,MEDICINAL,"2026-01-07 19:14:04",0,,,,,,,,2
"0000077951823",397594,1,624,Farmacia del Valle,MEDICINAL,"2026-01-02 21:50:36",1,398079,"2026-01-04 15:52:36",2,42,"24-48 h",1.000,1,1
"0000077951823",398081,1,624,Farmacia del Valle,MEDICINAL,"2026-01-04 16:01:38",1,398777,"2026-01-05 22:56:14",1,30,"24-48 h",1.000,0,2
"0000077951823",398777,1,624,Farmacia del Valle,MEDICINAL,"2026-01-05 22:56:14",1,399403,"2026-01-06 23:19:57",1,24,"24-48 h",1.000,0,3
"0000077951823",399403,1,624,Farmacia del Valle,MEDICINAL,"2026-01-06 23:19:57",1,400044,"2026-01-07 22:49:19",1,23,"12-24 h",1.000,1,4
"0000077951861",398798,2,841,Catriel Saenz Peña,MEDICINAL,"2026-01-05 23:26:25",1,400061,"2026-01-07 23:13:43",2,47,"24-48 h",2.000,0,1
"0000077951861",400061,2,841,Catriel Saenz Peña,MEDICINAL,"2026-01-07 23:13:43",1,401252,"2026-01-09 23:17:04",2,48,"48 h+",2.000,0,2
"0000077983053",398798,1,841,Catriel Saenz Peña,MEDICINAL,"2026-01-05 23:26:25",1,400061,"2026-01-07 23:13:43",2,47,"24-48 h",1.000,0,1
"0000077983053",400061,1,841,Catriel Saenz Peña,MEDICINAL,"2026-01-07 23:13:43",1,401252,"2026-01-09 23:17:04",2,48,"48 h+",1.000,0,2
"0000077987341",398798,1,841,Catriel Saenz Peña,MEDICINAL,"2026-01-05 23:26:25",1,400061,"2026-01-07 23:13:43",2,47,"24-48 h",1.000,0,1
"0000077987341",400061,1,841,Catriel Saenz Peña,MEDICINAL,"2026-01-07 23:13:43",1,401252,"2026-01-09 23:17:04",2,48,"48 h+",1.000,0,2
"0000077994387",397944,1,503,Farma Huinco,MEDICINAL,"2026-01-03 16:12:35",0,,,,,,,,1
"0033732000093",397940,2,501,Sucursal 39,MEDICINAL,"2026-01-03 16:01:51",0,,,,,,,,1
"0041554098396",397703,4,501,Sucursal 39,MEDICINAL,"2026-01-03 00:13:38",1,401705,"2026-01-11 13:12:01",8,204,"48 h+",4.000,0,1
"0041554098419",397703,2,501,Sucursal 39,MEDICINAL,"2026-01-03 00:13:38",1,401704,"2026-01-11 12:26:02",8,204,"48 h+",2.000,0,1
"0041554499773",399011,1,898,Benavidez,MEDICINAL,"2026-01-06 14:01:24",1,402158,"2026-01-12 16:05:30",6,146,"48 h+",1.000,0,1
"0070330731806",399627,6,502,Allemma,MEDICINAL,"2026-01-07 14:03:18",0,,,,,,,,1
"0070942004183",399884,1,2214,Del pueblo Perfumeria,MEDICINAL,"2026-01-07 19:14:04",0,,,,,,,,1
"0070942005777",398570,3,3139,Farmacia AMOF,MEDICINAL,"2026-01-05 18:09:20",0,,,,,,,,1
"0071603138193",397594,1,624,Farmacia del Valle,MEDICINAL,"2026-01-02 21:50:36",1,398079,"2026-01-04 15:52:36",2,42,"24-48 h",1.000,1,1
"0071603138193",398081,1,624,Farmacia del Valle,MEDICINAL,"2026-01-04 16:01:38",1,398777,"2026-01-05 22:56:14",1,30,"24-48 h",1.000,0,2
"0071603138193",398777,1,624,Farmacia del Valle,MEDICINAL,"2026-01-05 22:56:14",1,399403,"2026-01-06 23:19:57",1,24,"24-48 h",1.000,0,3
"0071603138193",399403,1,624,Farmacia del Valle,MEDICINAL,"2026-01-06 23:19:57",1,400044,"2026-01-07 22:49:19",1,23,"12-24 h",1.000,1,4
"0072032319016",398798,1,841,Catriel Saenz Peña,MEDICINAL,"2026-01-05 23:26:25",1,400061,"2026-01-07 23:13:43",2,47,"24-48 h",1.000,0,1
"0072032319016",400061,1,841,Catriel Saenz Peña,MEDICINAL,"2026-01-07 23:13:43",1,401252,"2026-01-09 23:17:04",2,48,"48 h+",1.000,0,2
"0075486143510",397503,24,3010,Deposito Anexo,MEDICINAL,"2026-01-02 18:21:46",1,399182,"2026-01-06 17:37:15",4,95,"48 h+",12.000,0,1
"0075486143510",399182,12,3010,Deposito Anexo,MEDICINAL,"2026-01-06 17:37:15",1,404618,"2026-01-16 16:32:01",10,238,"48 h+",12.000,0,2
"0079400301161",399884,5,2214,Del pueblo Perfumeria,MEDICINAL,"2026-01-07 19:14:04",0,,,,,,,,1
"008400009586",397738,1,1682,Tecnológico,MEDICINAL,"2026-01-03 01:30:41",1,398131,"2026-01-04 21:46:14",1,44,"24-48 h",1.000,0,1
"008400009586",398131,1,1682,Tecnológico,MEDICINAL,"2026-01-04 21:46:14",1,398859,"2026-01-06 01:02:38",2,27,"24-48 h",1.000,0,2
"008400009586",398859,1,1682,Tecnológico,MEDICINAL,"2026-01-06 01:02:38",1,399493,"2026-01-07 01:23:58",1,24,"24-48 h",1.000,0,3
"008400009586",399493,1,1682,Tecnológico,MEDICINAL,"2026-01-07 01:23:58",1,400115,"2026-01-08 01:12:00",1,23,"12-24 h",1.000,0,4
"01091990654",397222,1,1238,Farmacia San Angel Hidalgo,MEDICINAL,"2026-01-02 01:49:55",0,,,,,,,,1
"012044040898",398196,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-05 02:44:32",0,,,,,,,,1
"013117023008",397243,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,398900,"2026-01-06 03:03:29",4,96,"48 h+",1.000,0,1
"013117023008",398900,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-06 03:03:29",1,401750,"2026-01-11 18:06:41",5,135,"48 h+",1.000,0,2
"013117031737",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,401360,"2026-01-10 02:44:35",8,192,"48 h+",1.000,0,1
"013117031751",398094,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-04 18:05:47",1,398900,"2026-01-06 03:03:29",2,32,"24-48 h",1.000,0,1
"013117031751",398889,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-06 02:37:09",1,403211,"2026-01-14 02:59:21",8,192,"48 h+",2.000,0,1
"013117031751",398900,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-06 03:03:29",1,401360,"2026-01-10 02:44:35",4,95,"48 h+",1.000,0,2
"013117032161",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",0,,,,,,,,1
"013117040814",398094,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-04 18:05:47",0,,,,,,,,1
"018804701351",397747,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-03 02:04:02",0,,,,,,,,1
"018804701597",397747,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-03 02:04:02",0,,,,,,,,1
"021136010541",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,397743,"2026-01-03 01:48:50",1,23,"12-24 h",2.000,0,1
"021136010541",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,397263,"2026-01-02 03:16:19",0,0,< 6 h,1.000,0,1
"021136010541",397263,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",1,397771,"2026-01-03 03:06:32",1,23,"12-24 h",3.000,0,2
"021136010541",397743,2,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-03 01:48:50",1,398889,"2026-01-06 02:37:09",3,72,"48 h+",2.000,0,2
"021136010541",397747,3,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-03 02:04:02",1,398900,"2026-01-06 03:03:29",3,72,"48 h+",1.000,0,1
"021136010541",397771,3,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-03 03:06:32",1,398053,"2026-01-04 03:02:10",1,23,"12-24 h",3.000,0,3
"021136010541",398053,3,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-04 03:02:10",1,398912,"2026-01-06 03:16:16",2,48,"48 h+",4.000,0,4
"021136010541",398889,2,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-06 02:37:09",1,399517,"2026-01-07 02:28:38",1,23,"12-24 h",1.000,0,3
"021136010541",398900,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-06 03:03:29",1,403210,"2026-01-14 02:58:43",8,191,"48 h+",1.000,0,2
"021136010541",398912,4,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-06 03:16:16",1,399530,"2026-01-07 02:44:59",1,23,"12-24 h",1.000,0,5
"021136010541",399517,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-07 02:28:38",1,401352,"2026-01-10 02:10:11",3,71,"48 h+",1.000,0,4
"021136010541",399530,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-07 02:44:59",1,400759,"2026-01-09 03:03:18",2,48,"48 h+",2.000,1,6
"021136016185",398889,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-06 02:37:09",1,399517,"2026-01-07 02:28:38",1,23,"12-24 h",2.000,0,1
"021136016185",399517,2,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-07 02:28:38",0,,,,,,,,2
"021136110180",398889,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-06 02:37:09",1,400730,"2026-01-09 02:26:55",3,71,"48 h+",1.000,1,1
"022110079806",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"022110079806",398912,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-06 03:16:16",0,,,,,,,,1
"031262031570",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"031262031570",397767,1,1679,Matriz,MEDICINAL,"2026-01-03 03:02:33",1,398179,"2026-01-05 01:58:35",2,46,"24-48 h",1.000,0,2
"031262031570",398179,1,1679,Matriz,MEDICINAL,"2026-01-05 01:58:35",1,398906,"2026-01-06 03:11:09",1,25,"24-48 h",1.000,0,3
"031262031570",398906,1,1679,Matriz,MEDICINAL,"2026-01-06 03:11:09",1,399529,"2026-01-07 02:41:22",1,23,"12-24 h",1.000,0,4
"031262031570",399529,1,1679,Matriz,MEDICINAL,"2026-01-07 02:41:22",1,400174,"2026-01-08 03:04:30",1,24,"24-48 h",1.000,0,5
"032239052000",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",0,,,,,,,,1
"032239052000",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",0,,,,,,,,1
"032239052000",398196,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-05 02:44:32",1,400740,"2026-01-09 02:45:33",4,96,"48 h+",1.000,1,1
"032239052017",397241,3,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,398053,"2026-01-04 03:02:10",2,48,"48 h+",1.000,0,1
"032239052017",397743,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-03 01:48:50",0,,,,,,,,1
"032239052017",397747,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-03 02:04:02",1,398900,"2026-01-06 03:03:29",3,72,"48 h+",1.000,0,1
"032239052017",398053,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-04 03:02:10",0,,,,,,,,2
"032239052017",398900,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-06 03:03:29",1,403846,"2026-01-15 02:58:42",9,215,"48 h+",1.000,0,2
"032239052024",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",0,,,,,,,,1
"032239052024",397771,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-03 03:06:32",1,398053,"2026-01-04 03:02:10",1,23,"12-24 h",1.000,0,1
"032239052024",398053,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-04 03:02:10",1,398912,"2026-01-06 03:16:16",2,48,"48 h+",3.000,0,2
"032239052024",398196,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-05 02:44:32",0,,,,,,,,1
"032239052024",398912,3,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-06 03:16:16",0,,,,,,,,3
"036731106032",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"036731106032",397755,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-03 02:30:44",1,398888,"2026-01-06 02:35:32",3,72,"48 h+",1.000,0,2
"036731106032",398888,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-06 02:35:32",1,400193,"2026-01-08 03:31:17",2,48,"48 h+",1.000,0,3
"037836033674",398900,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-06 03:03:29",0,,,,,,,,1
"038000263804",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",0,,,,,,,,1
"0382904918019",397325,1,501,Sucursal 39,MEDICINAL,"2026-01-02 13:43:04",1,397940,"2026-01-03 16:01:51",1,26,"24-48 h",7.000,0,1
"0382904918019",397940,7,501,Sucursal 39,MEDICINAL,"2026-01-03 16:01:51",1,399145,"2026-01-06 16:58:03",3,72,"48 h+",4.000,0,2
"0382904918019",399145,4,501,Sucursal 39,MEDICINAL,"2026-01-06 16:58:03",1,399708,"2026-01-07 15:36:37",1,22,"12-24 h",4.000,0,3
"0382904918019",399708,4,501,Sucursal 39,MEDICINAL,"2026-01-07 15:36:37",1,400366,"2026-01-08 15:57:05",1,24,"24-48 h",4.000,0,4
"04056704",397771,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-03 03:06:32",1,398912,"2026-01-06 03:16:16",3,72,"48 h+",2.000,0,1
"04056704",398096,2,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-04 18:20:43",1,398889,"2026-01-06 02:37:09",2,32,"24-48 h",4.000,0,1
"04056704",398889,4,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-06 02:37:09",1,399517,"2026-01-07 02:28:38",1,23,"12-24 h",1.000,0,2
"04056704",398912,2,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-06 03:16:16",1,401385,"2026-01-10 03:13:11",4,95,"48 h+",1.000,0,2
"04056704",399517,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-07 02:28:38",1,401748,"2026-01-11 17:58:53",4,111,"48 h+",1.000,0,3
"041554089103",397222,1,1238,Farmacia San Angel Hidalgo,MEDICINAL,"2026-01-02 01:49:55",1,400147,"2026-01-08 02:15:41",6,144,"48 h+",1.000,0,1
"041554089127",397222,1,1238,Farmacia San Angel Hidalgo,MEDICINAL,"2026-01-02 01:49:55",0,,,,,,,,1
"041554089141",397775,1,1238,Farmacia San Angel Hidalgo,MEDICINAL,"2026-01-03 03:09:54",0,,,,,,,,1
"043194167753",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",0,,,,,,,,1
"043194176731",398096,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-04 18:20:43",1,403211,"2026-01-14 02:59:21",10,224,"48 h+",1.000,0,1
"044600600369",398189,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-05 02:16:20",0,,,,,,,,1
"04869312",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"04869312",397727,1,1681,Arboledas,MEDICINAL,"2026-01-03 01:16:21",1,398128,"2026-01-04 21:33:49",1,44,"24-48 h",1.000,0,1
"04869312",397767,1,1679,Matriz,MEDICINAL,"2026-01-03 03:02:33",1,398179,"2026-01-05 01:58:35",2,46,"24-48 h",1.000,0,2
"04869312",398128,1,1681,Arboledas,MEDICINAL,"2026-01-04 21:33:49",1,398851,"2026-01-06 00:49:18",2,27,"24-48 h",1.000,0,2
"04869312",398179,1,1679,Matriz,MEDICINAL,"2026-01-05 01:58:35",1,398906,"2026-01-06 03:11:09",1,25,"24-48 h",1.000,0,3
"04869312",398851,1,1681,Arboledas,MEDICINAL,"2026-01-06 00:49:18",1,399482,"2026-01-07 01:04:58",1,24,"24-48 h",1.000,0,3
"04869312",398906,1,1679,Matriz,MEDICINAL,"2026-01-06 03:11:09",1,399529,"2026-01-07 02:41:22",1,23,"12-24 h",1.000,0,4
"04869312",399482,1,1681,Arboledas,MEDICINAL,"2026-01-07 01:04:58",1,400112,"2026-01-08 00:51:08",1,23,"12-24 h",1.000,0,4
"04869312",399529,1,1679,Matriz,MEDICINAL,"2026-01-07 02:41:22",1,400174,"2026-01-08 03:04:30",1,24,"24-48 h",1.000,0,5
"0488460018250",397702,1,2748,Faro II,MEDICINAL,"2026-01-03 00:12:51",0,,,,,,,,1
"050051820362",398212,1,1238,Farmacia San Angel Hidalgo,MEDICINAL,"2026-01-05 03:07:04",0,,,,,,,,1
"06372873381",397232,3,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397243,"2026-01-02 02:49:36",0,0,< 6 h,1.000,0,1
"06372873381",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,398094,"2026-01-04 18:05:47",2,63,"48 h+",4.000,0,2
"06372873381",398094,4,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-04 18:05:47",1,398900,"2026-01-06 03:03:29",2,32,"24-48 h",2.000,0,3
"06372873381",398900,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-06 03:03:29",1,399524,"2026-01-07 02:35:41",1,23,"12-24 h",6.000,0,4
"06372873381",399524,6,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-07 02:35:41",1,401360,"2026-01-10 02:44:35",3,72,"48 h+",2.000,0,5
"0648260545994",399324,1,843,Perfumeria Catriel,MEDICINAL,"2026-01-06 21:48:27",1,402672,"2026-01-13 12:56:31",7,159,"48 h+",1.000,0,1
"0650240013874",397759,2,1182,Farmacia Drdi,MEDICINAL,"2026-01-03 02:45:19",0,,,,,,,,1
"0650240030949",397261,1,1182,Farmacia Drdi,MEDICINAL,"2026-01-02 03:13:01",0,,,,,,,,1
"0650240053573",399494,3,1182,Farmacia Drdi,MEDICINAL,"2026-01-07 01:27:23",1,401878,"2026-01-12 01:54:22",5,120,"48 h+",8.000,1,1
"0658325041316",397733,1,1680,Boulevard,MEDICINAL,"2026-01-03 01:25:58",1,397740,"2026-01-03 01:34:51",0,0,< 6 h,1.000,0,1
"0658325041316",397740,1,1680,Boulevard,MEDICINAL,"2026-01-03 01:34:51",1,398129,"2026-01-04 21:42:01",1,44,"24-48 h",1.000,0,2
"0658325041316",398129,1,1680,Boulevard,MEDICINAL,"2026-01-04 21:42:01",1,398135,"2026-01-04 21:58:29",0,0,< 6 h,1.000,0,3
"0658325041316",398135,1,1680,Boulevard,MEDICINAL,"2026-01-04 21:58:29",1,398855,"2026-01-06 00:52:59",2,26,"24-48 h",1.000,0,4
"0658325041316",398855,1,1680,Boulevard,MEDICINAL,"2026-01-06 00:52:59",1,398866,"2026-01-06 01:08:37",0,0,< 6 h,1.000,0,5
"0658325041316",398866,1,1680,Boulevard,MEDICINAL,"2026-01-06 01:08:37",1,399487,"2026-01-07 01:13:02",1,24,"24-48 h",1.000,0,6
"0658325041316",399487,1,1680,Boulevard,MEDICINAL,"2026-01-07 01:13:02",1,399502,"2026-01-07 01:42:24",0,0,< 6 h,1.000,0,7
"0658325041316",399502,1,1680,Boulevard,MEDICINAL,"2026-01-07 01:42:24",1,400114,"2026-01-08 01:04:39",1,23,"12-24 h",1.000,0,8
"0667556605013",397944,1,503,Farma Huinco,MEDICINAL,"2026-01-03 16:12:35",0,,,,,,,,1
"0694393040158",397740,1,1680,Boulevard,MEDICINAL,"2026-01-03 01:34:51",1,398135,"2026-01-04 21:58:29",1,44,"24-48 h",1.000,0,1
"0694393040158",398135,1,1680,Boulevard,MEDICINAL,"2026-01-04 21:58:29",1,398866,"2026-01-06 01:08:37",2,27,"24-48 h",1.000,0,2
"0694393040158",398866,1,1680,Boulevard,MEDICINAL,"2026-01-06 01:08:37",1,399502,"2026-01-07 01:42:24",1,24,"24-48 h",1.000,0,3
"0694393040158",399502,1,1680,Boulevard,MEDICINAL,"2026-01-07 01:42:24",1,400121,"2026-01-08 01:24:07",1,23,"12-24 h",1.000,0,4
